id	client_id	path	sentence	age	gender	speaker_number	family_id
1652	ara_dev_sp_17	common_voice_ar_19065148.wav	هل تعرفه ؟	not_defined	not_defined	17	2
1660	ara_dev_sp_18	common_voice_ar_20031200.wav	.اِكتب عنوانك من فضلك	thirties	male	18	2
1677	ara_dev_sp_18	common_voice_ar_20031421.wav	لماذا تأخرت ؟	thirties	male	18	2
1670	ara_dev_sp_18	common_voice_ar_20031340.wav	باتت حكوماتنا كائناً فضائياً يعيش وسط شعب أرضي.	thirties	male	18	2
1685	ara_dev_sp_18	common_voice_ar_20031550.wav	.أحب الرحلات	thirties	male	18	2
1680	ara_dev_sp_18	common_voice_ar_20031446.wav	هناك كلب ينبح.	thirties	male	18	2
1691	ara_dev_sp_19	common_voice_ar_20782789.wav	بإمكانك وضعها في أي مكان.	twenties	male	19	2
1693	ara_dev_sp_19	common_voice_ar_20782843.wav	أريدك أن تخبرني الحقيقة.	twenties	male	19	2
1702	ara_dev_sp_19	common_voice_ar_20939658.wav	ألقت الشرطة القبض على المشتبه به امس.	twenties	male	19	2
1698	ara_dev_sp_19	common_voice_ar_20842447.wav	إنك لا تدخن ، صحيح ؟	twenties	male	19	2
1700	ara_dev_sp_19	common_voice_ar_20842443.wav	.لا أثر لوجود حياة على سطح كوكب المريخ	twenties	male	19	2
1278	ara_dev_sp_2	common_voice_ar_19245335.wav	ضع الجزر في القدر.	twenties	female	2	2
1283	ara_dev_sp_2	common_voice_ar_19245338.wav	إن ذلك يغيظني حقاً.	twenties	female	2	2
1271	ara_dev_sp_2	common_voice_ar_19245257.wav	أريد أن أعيش إلى الأبد!	twenties	female	2	2
1274	ara_dev_sp_2	common_voice_ar_19245276.wav	لديها نظارة شمسية.	twenties	female	2	2
1272	ara_dev_sp_2	common_voice_ar_19245259.wav	.كنت سعيداً يومها	twenties	female	2	2
1725	ara_dev_sp_20	common_voice_ar_19384347.wav	أمي تقرأ مجلة.	twenties	female	20	3
1735	ara_dev_sp_20	common_voice_ar_19384387.wav	و كيف لي أن أعلم ؟	twenties	female	20	3
1732	ara_dev_sp_20	common_voice_ar_19384374.wav	أطلق عليّ الرّصاص.	twenties	female	20	3
1729	ara_dev_sp_20	common_voice_ar_19384366.wav	.بارد كالثلج	twenties	female	20	3
1731	ara_dev_sp_20	common_voice_ar_19384362.wav	أريد أن أجرب ذلك.	twenties	female	20	3
1760	ara_dev_sp_21	common_voice_ar_19386528.wav	قاست الممرضة حرارته.	not_defined	not_defined	21	3
1753	ara_dev_sp_21	common_voice_ar_19386506.wav	كيف حالك يا آنسة جون ؟	not_defined	not_defined	21	3
1757	ara_dev_sp_21	common_voice_ar_19386514.wav	شيء لا يُصدق!	not_defined	not_defined	21	3
1750	ara_dev_sp_21	common_voice_ar_19386505.wav	هذه كتبي.	not_defined	not_defined	21	3
1751	ara_dev_sp_21	common_voice_ar_19386508.wav	هل لك أن تغلق الباب ؟	not_defined	not_defined	21	3
1763	ara_dev_sp_21	common_voice_ar_19386538.wav	بيته هو بيت العائلة.	not_defined	not_defined	21	3
1754	ara_dev_sp_21	common_voice_ar_19386513.wav	النجدة! ساعدني !	not_defined	not_defined	21	3
1779	ara_dev_sp_22	common_voice_ar_19745588.wav	.سألتني كم عمري	twenties	male	22	3
1797	ara_dev_sp_22	common_voice_ar_19745665.wav	كانت أمي جميلة جداً في شبابها.	twenties	male	22	3
1793	ara_dev_sp_22	common_voice_ar_19745640.wav	بقيَ واحد وذهب الآخر.	twenties	male	22	3
1802	ara_dev_sp_22	common_voice_ar_19745679.wav	انها تبكي.	twenties	male	22	3
1778	ara_dev_sp_22	common_voice_ar_19745589.wav	"توقف عن التفكير بي مثل شخص "" عادي ""."	twenties	male	22	3
1830	ara_dev_sp_23	common_voice_ar_19138765.wav	طبع هذا الكتاب في انجلترا.	twenties	male	23	3
1824	ara_dev_sp_23	common_voice_ar_19138729.wav	أيمكنني أن أقول شيئاً ؟	twenties	male	23	3
1835	ara_dev_sp_23	common_voice_ar_19138801.wav	اقبل نعمة الأب ، ومعه ، هذا	twenties	male	23	3
1809	ara_dev_sp_23	common_voice_ar_19138616.wav	.بعض الثعابين سامة	twenties	male	23	3
1832	ara_dev_sp_23	common_voice_ar_19138799.wav	كل كلمة في هذا القاموس مهمة.	twenties	male	23	3
1843	ara_dev_sp_24	common_voice_ar_19431511.wav	البحيرة عميقة جداً.	thirties	female	24	4
1863	ara_dev_sp_24	common_voice_ar_19465378.wav	من الممكن فعلاً أن يكون ذلك خطأً.	thirties	female	24	4
1864	ara_dev_sp_24	common_voice_ar_19465376.wav	من الممكن أن تثلج غداً.	thirties	female	24	4
1855	ara_dev_sp_24	common_voice_ar_19464244.wav	صفّر و هو يمشي.	thirties	female	24	4
1873	ara_dev_sp_24	common_voice_ar_19465387.wav	كنت هنا من قبل.	thirties	female	24	4
1865	ara_dev_sp_24	common_voice_ar_19465379.wav	.جفّ القلم	thirties	female	24	4
1856	ara_dev_sp_24	common_voice_ar_19464247.wav	.كم من الوقت يلزم للوصول إلى المحطّة	thirties	female	24	4
1882	ara_dev_sp_25	common_voice_ar_19228547.wav	أحدهم سرق محفظتي.	not_defined	not_defined	25	4
1888	ara_dev_sp_25	common_voice_ar_19228572.wav	.إنّ الكتابَ سهلٌ	not_defined	not_defined	25	4
1902	ara_dev_sp_25	common_voice_ar_19275749.wav	نادرا ما يكتب رسالة إلى والديه.	not_defined	not_defined	25	4
1897	ara_dev_sp_25	common_voice_ar_19228620.wav	ماذا قلت لبولا ؟	not_defined	not_defined	25	4
1903	ara_dev_sp_25	common_voice_ar_19275750.wav	إغسل الصحون يا بن.	not_defined	not_defined	25	4
1887	ara_dev_sp_25	common_voice_ar_19228574.wav	.هناك شئ واحد آخرعليّ فعله	not_defined	not_defined	25	4
1290	ara_dev_sp_3	common_voice_ar_19331827.wav	لا تصرخ في وجهي.	twenties	male	3	4
1293	ara_dev_sp_3	common_voice_ar_19341214.wav	للأرانب آذان طويلة.	twenties	male	3	4
1294	ara_dev_sp_3	common_voice_ar_19341216.wav	و كأنها لديها صداع.	twenties	male	3	4
1303	ara_dev_sp_3	common_voice_ar_19341264.wav	.كلٌّ منهم لديه سيارته الخاصة	twenties	male	3	4
1288	ara_dev_sp_3	common_voice_ar_19331812.wav	ألغيت المباراة بسبب المطر.	twenties	male	3	4
1320	ara_dev_sp_4	common_voice_ar_21093558.wav	لنغني بالإنجليزية.	not_defined	not_defined	4	4
1318	ara_dev_sp_4	common_voice_ar_21093537.wav	هل تريدني أن أستدعي لك سيارة أجرة ؟	not_defined	not_defined	4	4
1304	ara_dev_sp_4	common_voice_ar_20726006.wav	أزور أبي مرتين في السنة.	not_defined	not_defined	4	4
1316	ara_dev_sp_4	common_voice_ar_21093530.wav	تسكن عمتي في نيويورك.	not_defined	not_defined	4	4
1310	ara_dev_sp_4	common_voice_ar_21093459.wav	عنده خادمة.	not_defined	not_defined	4	4
1342	ara_dev_sp_5	common_voice_ar_19534661.wav	يستحم كل صباح.	twenties	male	5	5
1327	ara_dev_sp_5	common_voice_ar_19534637.wav	كان ذلك فأراً.	twenties	male	5	5
1334	ara_dev_sp_5	common_voice_ar_19534643.wav	شكلك جميل وأنت تلبس الأزرق.	twenties	male	5	5
1343	ara_dev_sp_5	common_voice_ar_19534660.wav	أهذه دراجتك ؟	twenties	male	5	5
1333	ara_dev_sp_5	common_voice_ar_19534651.wav	.لي صديق أباه ممثل مشهور	twenties	male	5	5
1345	ara_dev_sp_5	common_voice_ar_19534649.wav	هذا الطالب نشيط جدًا.	twenties	male	5	5
1326	ara_dev_sp_5	common_voice_ar_19534636.wav	.ما زالت قدمَيّ تؤلمانني	twenties	male	5	5
1357	ara_dev_sp_6	common_voice_ar_19205122.wav	هل لي أن آكل هذه الكعكة ؟	not_defined	not_defined	6	5
1368	ara_dev_sp_6	common_voice_ar_19205147.wav	.اِشتريت دراجة جديدة	not_defined	not_defined	6	5
1367	ara_dev_sp_6	common_voice_ar_19205148.wav	إننا في عجلة من أمرنا.	not_defined	not_defined	6	5
1354	ara_dev_sp_6	common_voice_ar_19205113.wav	منذ متى وأنت تلعب كرة القدم ؟	not_defined	not_defined	6	5
1364	ara_dev_sp_6	common_voice_ar_19205137.wav	كان رجلاً سابقاً لعصره.	not_defined	not_defined	6	5
1391	ara_dev_sp_7	common_voice_ar_19629580.wav	تبدو سعيداً هذا اليوم.	not_defined	not_defined	7	5
1383	ara_dev_sp_7	common_voice_ar_19629491.wav	.لن تستفيد من المقاومة فلا تحاول	not_defined	not_defined	7	5
1385	ara_dev_sp_7	common_voice_ar_19629525.wav	.إقرأ المقالة	not_defined	not_defined	7	5
1379	ara_dev_sp_7	common_voice_ar_19629433.wav	.لنلعب الكرة	not_defined	not_defined	7	5
1403	ara_dev_sp_8	common_voice_ar_19205026.wav	تحافظ على غرفتها مرتبة دوماً.	twenties	male	8	5
1411	ara_dev_sp_8	common_voice_ar_19205103.wav	أين أشياءك ؟	twenties	male	8	5
1394	ara_dev_sp_8	common_voice_ar_19205009.wav	"قال دِك: "" يمكنني السباحة ""."	twenties	male	8	5
1400	ara_dev_sp_8	common_voice_ar_19205024.wav	تركت التدخين.	twenties	male	8	5
1405	ara_dev_sp_8	common_voice_ar_19205040.wav	كلنا مقتنعون بأنه مذنب.	twenties	male	8	5
1414	ara_dev_sp_8	common_voice_ar_19205104.wav	.اليابان بلد صناعي	twenties	male	8	5
1427	ara_dev_sp_9	common_voice_ar_19261958.wav	الكثير من المشاهير يأتون إلى هنا.	twenties	female	9	6
1429	ara_dev_sp_9	common_voice_ar_19261956.wav	.أنتم معلّمون	twenties	female	9	6
1426	ara_dev_sp_9	common_voice_ar_19261957.wav	عندي مشكلة.	twenties	female	9	6
1417	ara_dev_sp_9	common_voice_ar_19230547.wav	.صارع المرض	twenties	female	9	6
1418	ara_dev_sp_9	common_voice_ar_19230545.wav	تمثال الحرية رمزٌ لأمريكا.	twenties	female	9	6
43	ara_trn_sp_1	common_voice_ar_19251227.wav	وُلد جدي عام عشرين ميلادية.	twenties	female	1	6
54	ara_trn_sp_1	common_voice_ar_19317460.wav	لا ليس حقا.	twenties	female	1	6
16	ara_trn_sp_1	common_voice_ar_19221982.wav	البارحة كانت ليلة عيد ميلادي.	twenties	female	1	6
51	ara_trn_sp_1	common_voice_ar_19299441.wav	الجود من الموجود	twenties	female	1	6
1174	ara_trn_sp_10	common_voice_ar_19356231.wav	.يتغيّر الجوّ من يوم إلى آخر	twenties	male	10	6
1164	ara_trn_sp_10	common_voice_ar_19350418.wav	لمن تلك السيارة ؟	twenties	male	10	6
1234	ara_trn_sp_10	common_voice_ar_19375666.wav	ماتوا واحداً تلو الآخر.	twenties	male	10	6
1216	ara_trn_sp_10	common_voice_ar_19370849.wav	هل تكلمني ؟	twenties	male	10	6
192	ara_trn_sp_100	common_voice_ar_19749070.wav	يجب علينا إنهاء كل شيء قبل صباح الثلاثاء.	thirties	male	100	6
191	ara_trn_sp_100	common_voice_ar_19749069.wav	. قدمي ما زالت تؤلمني	thirties	male	100	6
194	ara_trn_sp_100	common_voice_ar_19749071.wav	.بِتْنا في هاكوني	thirties	male	100	6
195	ara_trn_sp_101	common_voice_ar_19785102.wav	أمس قرأت قصة مثيرة للاهتمام.	not_defined	not_defined	101	7
197	ara_trn_sp_101	common_voice_ar_19785103.wav	لا أعرف شيئاً عن ماضيه.	not_defined	not_defined	101	7
200	ara_trn_sp_102	common_voice_ar_19963353.wav	الإنسان بالتفكير والله بالتدبير	twenties	male	102	7
202	ara_trn_sp_102	common_voice_ar_19963354.wav	.ستبدأ المسرحية في الساعة الثامنة	twenties	male	102	7
201	ara_trn_sp_102	common_voice_ar_19963355.wav	.الناس يحبون الحرية	twenties	male	102	7
204	ara_trn_sp_103	common_voice_ar_19436622.wav	كنت خائفاً من أن أضيع في الظلمة.	teens	male	103	7
205	ara_trn_sp_103	common_voice_ar_19436624.wav	.سأعطيك هذا الكتاب	teens	male	103	7
210	ara_trn_sp_105	common_voice_ar_19964896.wav	.لا يمكنني احتمال الضجيج أكثر من ذلك	not_defined	not_defined	105	7
208	ara_trn_sp_105	common_voice_ar_19964899.wav	إلى أين أنت ذاهبٌ يا أبي ؟	not_defined	not_defined	105	7
215	ara_trn_sp_106	common_voice_ar_20565347.wav	بما أنك متعب ، من الأفضل لك أن تستريح.	thirties	male	106	8
212	ara_trn_sp_106	common_voice_ar_20565344.wav	لن أكون سعيدًا ، لكن لن أقتل نفسي.	thirties	male	106	8
213	ara_trn_sp_106	common_voice_ar_20565350.wav	إنه يركلني!!	thirties	male	106	8
219	ara_trn_sp_107	common_voice_ar_19103183.wav	يا لها من ذكرى!	not_defined	not_defined	107	8
218	ara_trn_sp_107	common_voice_ar_19103184.wav	هذا سؤال جيد.	not_defined	not_defined	107	8
217	ara_trn_sp_107	common_voice_ar_19103186.wav	اتصل ابنها من نيويورك.	not_defined	not_defined	107	8
221	ara_trn_sp_108	common_voice_ar_19212440.wav	يعمل أبي في مصنع.	not_defined	not_defined	108	8
223	ara_trn_sp_108	common_voice_ar_19212443.wav	.أنا أركض	not_defined	not_defined	108	8
222	ara_trn_sp_108	common_voice_ar_19212444.wav	ملأت كيسها بالتفاح.	not_defined	not_defined	108	8
227	ara_trn_sp_109	common_voice_ar_19476979.wav	القليل من العلاج ، والتدليك ، مع بعض المساعدة من الطبيب	not_defined	not_defined	109	8
225	ara_trn_sp_109	common_voice_ar_19476981.wav	هذه فكرة جيدة!	not_defined	not_defined	109	8
1305	ara_trn_sp_11	common_voice_ar_19217565.wav	إتفقوا على سعر.	twenties	female	11	9
1258	ara_trn_sp_11	common_voice_ar_19216539.wav	يشبه أباه.	twenties	female	11	9
1333	ara_trn_sp_11	common_voice_ar_19217728.wav	هل عندك سيارة ؟	twenties	female	11	9
1392	ara_trn_sp_11	common_voice_ar_19218207.wav	.نمرّ دائمًا بجانب مكتب البريد في طريقنا إلى العمل	twenties	female	11	9
1352	ara_trn_sp_11	common_voice_ar_19217988.wav	لديك ثلاثة أقلام.	twenties	female	11	9
231	ara_trn_sp_110	common_voice_ar_19222360.wav	إتفقوا على انتخابه رئيساً.	not_defined	not_defined	110	9
229	ara_trn_sp_110	common_voice_ar_19222357.wav	أعمل كل يوم ما عدا يوم الأحد.	not_defined	not_defined	110	9
230	ara_trn_sp_110	common_voice_ar_19222361.wav	.ضحك الجميع عليّ	not_defined	not_defined	110	9
236	ara_trn_sp_111	common_voice_ar_19285860.wav	لا تقلق!	thirties	male	111	9
234	ara_trn_sp_111	common_voice_ar_19285863.wav	ما أسهل أن يكتسب المرء عادات سيئة!	thirties	male	111	9
232	ara_trn_sp_111	common_voice_ar_19285862.wav	هذا الكرسي يحتاج إلى الإصلاح.	thirties	male	111	9
238	ara_trn_sp_112	common_voice_ar_21023280.wav	إلى أين أنت ذاهب ؟	twenties	male	112	9
239	ara_trn_sp_112	common_voice_ar_21023291.wav	سأطلق عليه الرصاص.	twenties	male	112	9
246	ara_trn_sp_113	common_voice_ar_19738685.wav	هل تنوي أن تساعدهم ؟	not_defined	not_defined	113	10
243	ara_trn_sp_113	common_voice_ar_19738680.wav	.صوتها ناعم و واضح	not_defined	not_defined	113	10
244	ara_trn_sp_113	common_voice_ar_19738682.wav	اخي الاصغر ربته جدتي.	not_defined	not_defined	113	10
242	ara_trn_sp_113	common_voice_ar_19738686.wav	ما هي طبيعة عملك في المكتب ؟	not_defined	not_defined	113	10
247	ara_trn_sp_114	common_voice_ar_19260124.wav	لن يكون بوسعه القدوم بسبب مرضه.	not_defined	not_defined	114	10
251	ara_trn_sp_114	common_voice_ar_19260125.wav	توقّف الحاسوب عن العمل بعد تحديث آلي للنظام	not_defined	not_defined	114	10
256	ara_trn_sp_115	common_voice_ar_19842250.wav	وعرف الفارسي الكبير عن وجوده قبل أن يفعله	not_defined	not_defined	115	10
254	ara_trn_sp_115	common_voice_ar_19842247.wav	الكل كان سعيداً.	not_defined	not_defined	115	10
253	ara_trn_sp_115	common_voice_ar_19842245.wav	.لو كان عندي سيارة لذهبت إلى المكتبة	not_defined	not_defined	115	10
259	ara_trn_sp_116	common_voice_ar_19370417.wav	.أنا لا أحاول سلب حقوقك	not_defined	not_defined	116	10
260	ara_trn_sp_116	common_voice_ar_19370418.wav	عزفت لحناً على البيانو.	not_defined	not_defined	116	10
258	ara_trn_sp_116	common_voice_ar_19370415.wav	اتركني و شأني!	not_defined	not_defined	116	10
257	ara_trn_sp_116	common_voice_ar_19370416.wav	الجميع ينتظرونك.	not_defined	not_defined	116	10
264	ara_trn_sp_117	common_voice_ar_19962450.wav	.في حال كون هذا الكلام صحيحًا ، فسنضطر لقبول تلك النتيجة	not_defined	not_defined	117	11
262	ara_trn_sp_117	common_voice_ar_19962448.wav	هل ذاك كلب أم قطة ؟	not_defined	not_defined	117	11
269	ara_trn_sp_118	common_voice_ar_19205718.wav	من المحتمل أن يصل قريبا.	not_defined	not_defined	118	11
271	ara_trn_sp_118	common_voice_ar_19205719.wav	قابلتها في الشارع.	not_defined	not_defined	118	11
267	ara_trn_sp_118	common_voice_ar_19205717.wav	من فضلك تعال.	not_defined	not_defined	118	11
272	ara_trn_sp_119	common_voice_ar_19706859.wav	أنا معجب بشجاعتك.	twenties	male	119	11
273	ara_trn_sp_119	common_voice_ar_19706860.wav	.أحتاج مساعدة طبية	twenties	male	119	11
274	ara_trn_sp_119	common_voice_ar_19706866.wav	أنا ممثل مشهور.	twenties	male	119	11
276	ara_trn_sp_119	common_voice_ar_19706862.wav	لن يحدث ذلك.	twenties	male	119	11
1456	ara_trn_sp_12	common_voice_ar_20295876.wav	إنها كلمة أود أن أجد لها بديلًا.	twenties	male	12	11
1496	ara_trn_sp_12	common_voice_ar_20401387.wav	.كان هناك حصن على تلك الهضبة في يوم من الأيام	twenties	male	12	11
1473	ara_trn_sp_12	common_voice_ar_20326995.wav	لم تسأل ؟	twenties	male	12	11
1495	ara_trn_sp_12	common_voice_ar_20401372.wav	عليك أن تفي بوعدك.	twenties	male	12	11
279	ara_trn_sp_121	common_voice_ar_19205262.wav	من راقب الناس مات هما	not_defined	not_defined	121	12
278	ara_trn_sp_121	common_voice_ar_19205260.wav	فجأة هطل المطر.	not_defined	not_defined	121	12
281	ara_trn_sp_121	common_voice_ar_19205261.wav	قاد هتلر بلاده إلى الحرب.	not_defined	not_defined	121	12
285	ara_trn_sp_122	common_voice_ar_19204111.wav	من فضلك أغلق الباب.	thirties	male	122	12
287	ara_trn_sp_122	common_voice_ar_19204110.wav	متى سيبدأ الفيلم ؟	thirties	male	122	12
286	ara_trn_sp_122	common_voice_ar_19204112.wav	أعرف كل شيء.	thirties	male	122	12
284	ara_trn_sp_122	common_voice_ar_19204114.wav	إنها ستتزوج العام المقبل.	thirties	male	122	12
289	ara_trn_sp_123	common_voice_ar_19330411.wav	.يهاجر البجع من هنا إلى فلوريدا	not_defined	not_defined	123	12
290	ara_trn_sp_123	common_voice_ar_19330413.wav	أحب براين أن يتذكر الأيام الخوالي	not_defined	not_defined	123	12
292	ara_trn_sp_123	common_voice_ar_19330414.wav	هيا بنا!	not_defined	not_defined	123	12
288	ara_trn_sp_123	common_voice_ar_19330412.wav	حاولت قتل نفسها.	not_defined	not_defined	123	12
296	ara_trn_sp_124	common_voice_ar_19532851.wav	.لا تقل شيئاً مثل ذلك	not_defined	not_defined	124	12
293	ara_trn_sp_124	common_voice_ar_19532852.wav	اضرب عصفورين بحجر.	not_defined	not_defined	124	12
294	ara_trn_sp_124	common_voice_ar_19532848.wav	مُلئت الحافلة.	not_defined	not_defined	124	12
297	ara_trn_sp_125	common_voice_ar_19555599.wav	لدي سؤال.	not_defined	not_defined	125	13
298	ara_trn_sp_125	common_voice_ar_19555603.wav	ماذا تفعل بأوقات فراغك ؟	not_defined	not_defined	125	13
301	ara_trn_sp_125	common_voice_ar_19555601.wav	سأعلمك كيف تقود السيارة.	not_defined	not_defined	125	13
305	ara_trn_sp_126	common_voice_ar_20038214.wav	أتمنى لك النجاح في الامتحان.	twenties	male	126	13
303	ara_trn_sp_126	common_voice_ar_20038201.wav	كان بوب سعيداً للغاية.	twenties	male	126	13
306	ara_trn_sp_126	common_voice_ar_20038216.wav	أين سنأكل ؟	twenties	male	126	13
308	ara_trn_sp_127	common_voice_ar_19633222.wav	أي طالب يمكنه الرد على هذا السؤال.	not_defined	not_defined	127	13
310	ara_trn_sp_127	common_voice_ar_19633221.wav	عليك أن تبدأ حالاً.	not_defined	not_defined	127	13
309	ara_trn_sp_127	common_voice_ar_19633218.wav	القدس عاصمة فلسطين	not_defined	not_defined	127	13
314	ara_trn_sp_128	common_voice_ar_19206927.wav	أسمعت الأخبار ؟	not_defined	not_defined	128	13
313	ara_trn_sp_128	common_voice_ar_19206926.wav	متى تنتهي ؟	not_defined	not_defined	128	13
319	ara_trn_sp_129	common_voice_ar_19205120.wav	أيحب توشيو ساتشيكو ؟	twenties	male	129	14
317	ara_trn_sp_129	common_voice_ar_19205118.wav	بالنّسبة لرامي، لم تكن العربيّة شيئا جديدا فحسب، بل كانت أيضا صعبة للغاية	twenties	male	129	14
320	ara_trn_sp_129	common_voice_ar_19205119.wav	متى يمكننا الأكل ؟	twenties	male	129	14
1728	ara_trn_sp_13	common_voice_ar_19103621.wav	مكعب سكر واحد من فضلك.	thirties	female	13	14
1715	ara_trn_sp_13	common_voice_ar_19103343.wav	.يلعب بمهارة	thirties	female	13	14
1721	ara_trn_sp_13	common_voice_ar_19103575.wav	يبدو أننا وقعنا في الفخ.	thirties	female	13	14
1678	ara_trn_sp_13	common_voice_ar_19083268.wav	.اطمأن والدا توم عندما سمعا بأنه بخير	thirties	female	13	14
323	ara_trn_sp_130	common_voice_ar_19579949.wav	.جئت هنا بالأمس	twenties	male	130	14
325	ara_trn_sp_130	common_voice_ar_19579952.wav	إن التحدث بالإنجليزية أمر ممتع.	twenties	male	130	14
